sigma,m,n,p,q,tc,coef_input_vals,error_vals_all,error_next,pole,residue,multiplicity_pole,poles_all
44.95045045045045,1,0,[1.],[-0.03905684  1.        ],"[1.0, 0.0390568397910288, 0.0015254367344620908, 5.9578738149236014e-05]","[1, 0.0390568397910288, 0.0017505878588339999, 8.285288823837162e-05]","[0.0, 0.0, 0.00022515112437190908, 2.3274150089135606e-05]",0.0,(25.60371001213713+0j),(-25.60371001213713+0j),[1],[array([25.60371001])]
44.95045045045045,1,1,[-0.0057647  1.       ],[-0.04482154  1.        ],"[1.0, 0.0390568397910288, 0.0017505878588339999, 7.84640505451474e-05]","[1, 0.0390568397910288, 0.0017505878588339999, 8.285288823837162e-05]","[0.0, 0.0, 0.0, 4.388837693224221e-06]",0.0,(22.310699570967596+0j),(-19.441218288678204+0j),[1],[array([22.31069957])]
44.95045045045045,1,2,[-9.79180392e-05 -8.27176918e-03  1.00000000e+00],[-0.04732861  1.        ],"[1.0, 0.0390568397910288, 0.0017505878588339999, 8.285288823837161e-05]","[1, 0.0390568397910288, 0.0017505878588339999, 8.285288823837162e-05]","[0.0, 0.0, 0.0, 1.3552527156068805e-20]",1.3552527156068805e-20,(21.128869446258495+0j),(-16.512494692895938+0j),[1],[array([21.12886945])]
44.95045045045045,2,0,[1.],[-2.25151124e-04 -3.90568398e-02  1.00000000e+00],"[1.0, 0.0390568397910288, 0.0017505878588339999, 7.716612093596334e-05]","[1, 0.0390568397910288, 0.0017505878588339999, 8.285288823837162e-05]","[0.0, 0.0, 0.0, 5.686767302408283e-06]",0.0,(22.647055884061572+0j),(-20.3025650736629+0j),[1],"[array([  22.64705588, -196.11649735])]"
44.95045045045045,2,1,[-0.02525756  1.        ],[ 7.61329223e-04 -6.43143965e-02  1.00000000e+00],"[1.0, 0.0390568397910288, 0.001750587858834, 8.285288823837165e-05]","[1, 0.0390568397910288, 0.0017505878588339999, 8.285288823837162e-05]","[0.0, 0.0, -2.168404344971009e-19, -2.710505431213761e-20]",-2.710505431213761e-20,(20.545469957280197+0j),(-14.564395026980758+0j),[1],"[array([20.54546996, 63.93098855])]"
44.95045045045045,3,0,[1.],[-5.68676730e-06 -2.25151124e-04 -3.90568398e-02  1.00000000e+00],"[1.0, 0.0390568397910288, 0.0017505878588339999, 8.285288823837161e-05]","[1, 0.0390568397910288, 0.0017505878588339999, 8.285288823837162e-05]","[0.0, 0.0, 0.0, 1.3552527156068805e-20]",1.3552527156068805e-20,(21.494429843794475+0j),(-17.662268506233016-0j),[1],"[array([ 21.49442984 +0.j        , -30.54327061+85.13607015j,
       -30.54327061-85.13607015j])]"
45.05054054054053,0,0,[1.],[1.],"[1.0, 0.0, 0.0, 0.0]","[1, 0.0389716789833002, 0.0017430073740654002, 8.231787792910096e-05]","[0.0, 0.0389716789833002, 0.0017430073740654002, 8.231787792910096e-05]",0.0,,,[],[]
45.05054054054053,0,1,[0.03897168 1.        ],[1.],"[1.0, 0.0389716789833002, 0.0, 0.0]","[1, 0.0389716789833002, 0.0017430073740654002, 8.231787792910096e-05]","[0.0, 0.0, 0.0017430073740654002, 8.231787792910096e-05]",0.0,,,[],[]
45.05054054054053,0,2,[0.00174301 0.03897168 1.        ],[1.],"[1.0, 0.0389716789833002, 0.0017430073740654002, 0.0]","[1, 0.0389716789833002, 0.0017430073740654002, 8.231787792910096e-05]","[0.0, 0.0, 0.0, 8.231787792910096e-05]",0.0,,,[],[]
45.05054054054053,0,3,[8.23178779e-05 1.74300737e-03 3.89716790e-02 1.00000000e+00],[1.],"[1.0, 0.0389716789833002, 0.0017430073740654002, 8.231787792910095e-05]","[1, 0.0389716789833002, 0.0017430073740654002, 8.231787792910096e-05]","[0.0, 0.0, 0.0, 1.3552527156068805e-20]",1.3552527156068805e-20,,,[],[]
45.05054054054053,1,0,[1.],[-0.03897168  1.        ],"[1.0, 0.0389716789833002, 0.0015187917627774027, 5.9189865021441567e-05]","[1, 0.0389716789833002, 0.0017430073740654002, 8.231787792910096e-05]","[0.0, 0.0, 0.00022421561128799748, 2.3128012907659397e-05]",0.0,(25.659659170150487+0j),(-25.659659170150487+0j),[1],[array([25.65965917])]
45.05054054054053,1,1,[-0.0057533  1.       ],[-0.04472498  1.        ],"[1.0, 0.0389716789833002, 0.0017430073740654002, 7.795596149060477e-05]","[1, 0.0389716789833002, 0.0017430073740654002, 8.231787792910096e-05]","[0.0, 0.0, 0.0, 4.361916438496197e-06]",0.0,(22.358872121351066+0j),(-19.482689120067448+0j),[1],[array([22.35887212])]
45.05054054054053,1,2,[-9.75275319e-05 -8.25581939e-03  1.00000000e+00],[-0.0472275  1.       ],"[1.0, 0.0389716789833002, 0.0017430073740654002, 8.231787792910095e-05]","[1, 0.0389716789833002, 0.0017430073740654002, 8.231787792910096e-05]","[0.0, 0.0, 0.0, 1.3552527156068805e-20]",1.3552527156068805e-20,(21.1741047985545+0j),(-16.546814536181376+0j),[1],[array([21.1741048])]
45.05054054054053,2,0,[1.],[-2.24215611e-04 -3.89716790e-02  1.00000000e+00],"[1.0, 0.0389716789833002, 0.0017430073740654002, 7.666598267376209e-05]","[1, 0.0389716789833002, 0.0017430073740654002, 8.231787792910096e-05]","[0.0, 0.0, 0.0, 5.651895255338874e-06]",0.0,(22.69606969423184+0j),(-20.346167552715876+0j),[1],"[array([  22.69606969, -196.50947528])]"
45.05054054054053,2,1,[-0.02520741  1.        ],[ 7.58159551e-04 -6.41790908e-02  1.00000000e+00],"[1.0, 0.0389716789833002, 0.0017430073740654002, 8.231787792910098e-05]","[1, 0.0389716789833002, 0.0017430073740654002, 8.231787792910096e-05]","[0.0, 0.0, 0.0, -1.3552527156068805e-20]",-1.3552527156068805e-20,(20.589175363690522+0j),(-14.593748222245122+0j),[1],"[array([20.58917536, 64.06199171])]"
45.05054054054053,3,0,[1.],[-5.65189526e-06 -2.24215611e-04 -3.89716790e-02  1.00000000e+00],"[1.0, 0.0389716789833002, 0.0017430073740654002, 8.231787792910098e-05]","[1, 0.0389716789833002, 0.0017430073740654002, 8.231787792910096e-05]","[0.0, 0.0, 0.0, -1.3552527156068805e-20]",-1.3552527156068805e-20,(21.54063028556929+0j),(-17.699557623817753-0j),[1],"[array([ 21.54063029 +0.j        , -30.60575097+85.30622278j,
       -30.60575097-85.30622278j])]"
45.15063063063062,0,0,[1.],[1.],"[1.0, 0.0, 0.0, 0.0]","[1, 0.0388868854364488, 0.0017354756642685002, 8.178743249284232e-05]","[0.0, 0.0388868854364488, 0.0017354756642685002, 8.178743249284232e-05]",0.0,,,[],[]
45.15063063063062,0,1,[0.03888689 1.        ],[1.],"[1.0, 0.0388868854364488, 0.0, 0.0]","[1, 0.0388868854364488, 0.0017354756642685002, 8.178743249284232e-05]","[0.0, 0.0, 0.0017354756642685002, 8.178743249284232e-05]",0.0,,,[],[]
45.15063063063062,0,2,[0.00173548 0.03888689 1.        ],[1.],"[1.0, 0.0388868854364488, 0.0017354756642685002, 0.0]","[1, 0.0388868854364488, 0.0017354756642685002, 8.178743249284232e-05]","[0.0, 0.0, 0.0, 8.178743249284232e-05]",0.0,,,[],[]
45.15063063063062,0,3,[8.17874325e-05 1.73547566e-03 3.88868854e-02 1.00000000e+00],[1.],"[1.0, 0.0388868854364488, 0.0017354756642685002, 8.178743249284232e-05]","[1, 0.0388868854364488, 0.0017354756642685002, 8.178743249284232e-05]","[0.0, 0.0, 0.0, 0.0]",0.0,,,[],[]
45.15063063063062,1,0,[1.],[-0.03888689  1.        ],"[1.0, 0.0388868854364488, 0.0015121898589474936, 5.880435380305085e-05]","[1, 0.0388868854364488, 0.0017354756642685002, 8.178743249284232e-05]","[0.0, 0.0, 0.00022328580532100665, 2.2983078689791465e-05]",0.0,(25.715610514353433+0j),(-25.715610514353433+0j),[1],[array([25.71561051])]
45.15063063063062,1,1,[-0.00574193  1.        ],[-0.04462882  1.        ],"[1.0, 0.0388868854364488, 0.0017354756642685002, 7.745222450870678e-05]","[1, 0.0388868854364488, 0.0017354756642685002, 8.178743249284232e-05]","[0.0, 0.0, 0.0, 4.335207984135534e-06]",0.0,(22.407047380200254+0j),(-19.524163037789844+0j),[1],[array([22.40704738])]
45.15063063063062,1,2,[-9.71392107e-05 -8.23992491e-03  1.00000000e+00],[-0.04712681  1.        ],"[1.0, 0.0388868854364488, 0.0017354756642685002, 8.178743249284232e-05]","[1, 0.0388868854364488, 0.0017354756642685002, 8.178743249284232e-05]","[0.0, 0.0, 0.0, 0.0]",0.0,(21.21934399176037+0j),(-16.58114007134609+0j),[1],[array([21.21934399])]
45.15063063063062,2,0,[1.],[-2.23285805e-04 -3.88868854e-02  1.00000000e+00],"[1.0, 0.0388868854364488, 0.0017354756642685002, 7.617013286525723e-05]","[1, 0.0388868854364488, 0.0017354756642685002, 8.178743249284232e-05]","[0.0, 0.0, 0.0, 5.617299627585083e-06]",0.0,(22.74508610747357+0j),(-20.389772866273432+0j),[1],"[array([  22.74508611, -196.90253145])]"
45.15063063063062,2,1,[-0.02515744  1.        ],[ 7.55008748e-04 -6.40443271e-02  1.00000000e+00],"[1.0, 0.0388868854364488, 0.0017354756642685002, 8.178743249284232e-05]","[1, 0.0388868854364488, 0.0017354756642685002, 8.178743249284232e-05]","[0.0, 0.0, 0.0, 0.0]",0.0,(20.632885752676135+0j),(-14.62311074346595+0j),[1],"[array([20.63288575, 64.19305479])]"
45.15063063063062,3,0,[1.],[-5.61729963e-06 -2.23285805e-04 -3.88868854e-02  1.00000000e+00],"[1.0, 0.0388868854364488, 0.0017354756642685002, 8.178743249284232e-05]","[1, 0.0388868854364488, 0.0017354756642685002, 8.178743249284232e-05]","[0.0, 0.0, 0.0, 0.0]",0.0,(21.586834166393754+0j),(-17.736851262969335-0j),[1],"[array([ 21.58683417 +0.j        , -30.66825198+85.47643069j,
       -30.66825198-85.47643069j])]"
45.25072072072072,0,0,[1.],[1.],"[1.0, 0.0, 0.0, 0.0]","[1, 0.0388024568003654, 0.0017279922927027, 8.126150457568444e-05]","[0.0, 0.0388024568003654, 0.0017279922927027, 8.126150457568444e-05]",0.0,,,[],[]
45.25072072072072,0,1,[0.03880246 1.        ],[1.],"[1.0, 0.0388024568003654, 0.0, 0.0]","[1, 0.0388024568003654, 0.0017279922927027, 8.126150457568444e-05]","[0.0, 0.0, 0.0017279922927027, 8.126150457568444e-05]",0.0,,,[],[]
45.25072072072072,0,2,[0.00172799 0.03880246 1.        ],[1.],"[1.0, 0.0388024568003654, 0.0017279922927027, 0.0]","[1, 0.0388024568003654, 0.0017279922927027, 8.126150457568444e-05]","[0.0, 0.0, 0.0, 8.126150457568444e-05]",0.0,,,[],[]
45.25072072072072,0,3,[8.12615046e-05 1.72799229e-03 3.88024568e-02 1.00000000e+00],[1.],"[1.0, 0.0388024568003654, 0.0017279922927027, 8.126150457568444e-05]","[1, 0.0388024568003654, 0.0017279922927027, 8.126150457568444e-05]","[0.0, 0.0, 0.0, 0.0]",0.0,,,[],[]
45.25072072072072,1,0,[1.],[-0.03880246  1.        ],"[1.0, 0.0388024568003654, 0.001505630653744223, 5.8422168399216125e-05]","[1, 0.0388024568003654, 0.0017279922927027, 8.126150457568444e-05]","[0.0, 0.0, 0.00022236163895847697, 2.2839336176468312e-05]",0.0,(25.77156403123895+0j),(-25.77156403123895+0j),[1],[array([25.77156403])]
45.25072072072072,1,1,[-0.00573061  1.        ],[-0.04453306  1.        ],"[1.0, 0.0388024568003654, 0.0017279922927027, 7.695279139159599e-05]","[1, 0.0388024568003654, 0.0017279922927027, 8.126150457568444e-05]","[0.0, 0.0, 0.0, 4.308713184088446e-06]",0.0,(22.455225618903462+0j),(-19.565640524752332+0j),[1],[array([22.45522562])]
45.25072072072072,1,2,[-9.67531267e-05 -8.22408662e-03  1.00000000e+00],[-0.04702654  1.        ],"[1.0, 0.0388024568003654, 0.0017279922927027, 8.126150457568444e-05]","[1, 0.0388024568003654, 0.0017279922927027, 8.126150457568444e-05]","[0.0, 0.0, 0.0, 0.0]",0.0,(21.264586494252047+0j),(-16.61546985870097+0j),[1],[array([21.26458649])]
45.25072072072072,2,0,[1.],[-2.22361639e-04 -3.88024568e-02  1.00000000e+00],"[1.0, 0.0388024568003654, 0.0017279922927027, 7.567852417870563e-05]","[1, 0.0388024568003654, 0.0017279922927027, 8.126150457568444e-05]","[0.0, 0.0, 0.0, 5.582980396978812e-06]",0.0,(22.79410534303416+0j),(-20.433381374926164+0j),[1],"[array([  22.79410534, -197.29568296])]"
45.25072072072072,2,1,[-0.02510766  1.        ],[ 7.51877248e-04 -6.39101167e-02  1.00000000e+00],"[1.0, 0.0388024568003654, 0.0017279922927027, 8.126150457568441e-05]","[1, 0.0388024568003654, 0.0017279922927027, 8.126150457568444e-05]","[0.0, 0.0, 0.0, 2.710505431213761e-20]",2.710505431213761e-20,(20.676599603851542+0j),(-14.652477938282614+0j),[1],"[array([20.6765996 , 64.32413266])]"
45.25072072072072,3,0,[1.],[-5.58298040e-06 -2.22361639e-04 -3.88024568e-02  1.00000000e+00],"[1.0, 0.0388024568003654, 0.0017279922927027, 8.126150457568444e-05]","[1, 0.0388024568003654, 0.0017279922927027, 8.126150457568444e-05]","[0.0, 0.0, 0.0, 0.0]",0.0,(21.63304117796002+0j),(-17.77414864212974-0j),[1],"[array([ 21.63304118 +0.j        , -30.73076201+85.64667557j,
       -30.73076201-85.64667557j])]"
45.350810810810806,0,0,[1.],[1.],"[1.0, 0.0, 0.0, 0.0]","[1, 0.0387183907447806, 0.001720556849682, 8.074004564893444e-05]","[0.0, 0.0387183907447806, 0.001720556849682, 8.074004564893444e-05]",0.0,,,[],[]
45.350810810810806,0,1,[0.03871839 1.        ],[1.],"[1.0, 0.0387183907447806, 0.0, 0.0]","[1, 0.0387183907447806, 0.001720556849682, 8.074004564893444e-05]","[0.0, 0.0, 0.001720556849682, 8.074004564893444e-05]",0.0,,,[],[]
45.350810810810806,0,2,[0.00172056 0.03871839 1.        ],[1.],"[1.0, 0.0387183907447806, 0.001720556849682, 0.0]","[1, 0.0387183907447806, 0.001720556849682, 8.074004564893444e-05]","[0.0, 0.0, 0.0, 8.074004564893444e-05]",0.0,,,[],[]
45.350810810810806,0,3,[8.07400456e-05 1.72055685e-03 3.87183907e-02 1.00000000e+00],[1.],"[1.0, 0.0387183907447806, 0.001720556849682, 8.074004564893444e-05]","[1, 0.0387183907447806, 0.001720556849682, 8.074004564893444e-05]","[0.0, 0.0, 0.0, 0.0]",0.0,,,[],[]
45.350810810810806,1,0,[1.],[-0.03871839  1.        ],"[1.0, 0.0387183907447806, 0.0014991137818655118, 5.804327317715467e-05]","[1, 0.0387183907447806, 0.001720556849682, 8.074004564893444e-05]","[0.0, 0.0, 0.0002214430678164881, 2.2696772471779767e-05]",0.0,(25.827519707409436+0j),(-25.827519707409436+0j),[1],[array([25.82751971])]
45.350810810810806,1,1,[-0.00571933  1.        ],[-0.04443772  1.        ],"[1.0, 0.0387183907447806, 0.001720556849682, 7.645761654974545e-05]","[1, 0.0387183907447806, 0.001720556849682, 8.074004564893444e-05]","[0.0, 0.0, 0.0, 4.282429099188985e-06]",0.0,(22.503406819679732+0j),(-19.607121559827156+0j),[1],[array([22.50340682])]
45.350810810810806,1,2,[-9.63692442e-05 -8.20830375e-03  1.00000000e+00],[-0.04692669  1.        ],"[1.0, 0.0387183907447806, 0.001720556849682, 8.074004564893444e-05]","[1, 0.0387183907447806, 0.001720556849682, 8.074004564893444e-05]","[0.0, 0.0, 0.0, 0.0]",0.0,(21.309832510662037+0j),(-16.64980439857204+0j),[1],[array([21.30983251])]
45.350810810810806,2,0,[1.],[-2.21443068e-04 -3.87183907e-02  1.00000000e+00],"[1.0, 0.0387183907447806, 0.001720556849682, 7.519111163203815e-05]","[1, 0.0387183907447806, 0.001720556849682, 8.074004564893444e-05]","[0.0, 0.0, 0.0, 5.548934016896291e-06]",0.0,(22.843127383918123+0j),(-20.476993059476754+0j),[1],"[array([  22.84312738, -197.68892918])]"
45.350810810810806,2,1,[-0.02505806  1.        ],[ 7.48764749e-04 -6.37764523e-02  1.00000000e+00],"[1.0, 0.0387183907447806, 0.0017205568496819995, 8.07400456489344e-05]","[1, 0.0387183907447806, 0.001720556849682, 8.074004564893444e-05]","[0.0, 0.0, 4.336808689942018e-19, 4.0657581468206416e-20]",4.0657581468206416e-20,(20.7203173767643+0j),(-14.681851121102044+0j),[1],"[array([20.72031738, 64.45523651])]"
45.350810810810806,3,0,[1.],[-5.54893402e-06 -2.21443068e-04 -3.87183907e-02  1.00000000e+00],"[1.0, 0.0387183907447806, 0.001720556849682, 8.074004564893444e-05]","[1, 0.0387183907447806, 0.001720556849682, 8.074004564893444e-05]","[0.0, 0.0, 0.0, 0.0]",0.0,(21.679251455687854+0j),(-17.81145006173115-0j),[1],"[array([ 21.67925146 +0.j        , -30.79328414+85.81696312j,
       -30.79328414-85.81696312j])]"
45.4509009009009,0,0,[1.],[1.],"[1.0, 0.0, 0.0, 0.0]","[1, 0.0386346849590578, 0.0017131689298218, 8.022305062913547e-05]","[0.0, 0.0386346849590578, 0.0017131689298218, 8.022305062913547e-05]",0.0,,,[],[]
45.4509009009009,0,1,[0.03863468 1.        ],[1.],"[1.0, 0.0386346849590578, 0.0, 0.0]","[1, 0.0386346849590578, 0.0017131689298218, 8.022305062913547e-05]","[0.0, 0.0, 0.0017131689298218, 8.022305062913547e-05]",0.0,,,[],[]
45.4509009009009,0,2,[0.00171317 0.03863468 1.        ],[1.],"[1.0, 0.0386346849590578, 0.0017131689298218, 0.0]","[1, 0.0386346849590578, 0.0017131689298218, 8.022305062913547e-05]","[0.0, 0.0, 0.0, 8.022305062913547e-05]",0.0,,,[],[]
45.4509009009009,0,3,[8.02230506e-05 1.71316893e-03 3.86346850e-02 1.00000000e+00],[1.],"[1.0, 0.0386346849590578, 0.0017131689298218, 8.022305062913547e-05]","[1, 0.0386346849590578, 0.0017131689298218, 8.022305062913547e-05]","[0.0, 0.0, 0.0, 0.0]",0.0,,,[],[]
45.4509009009009,1,0,[1.],[-0.03863468  1.        ],"[1.0, 0.0386346849590578, 0.001492638881885647, 5.766763295929226e-05]","[1, 0.0386346849590578, 0.0017131689298218, 8.022305062913547e-05]","[0.0, 0.0, 0.0002205300479361529, 2.2555417669843207e-05]",0.0,(25.88347752957547+0j),(-25.88347752957547+0j),[1],[array([25.88347753])]
45.4509009009009,1,1,[-0.00570808  1.        ],[-0.04434277  1.        ],"[1.0, 0.0386346849590578, 0.0017131689298217998, 7.596665496863797e-05]","[1, 0.0386346849590578, 0.0017131689298218, 8.022305062913547e-05]","[0.0, 0.0, 2.168404344971009e-19, 4.256395660497497e-06]",2.168404344971009e-19,(22.551590964865618+0j),(-19.648606122013234+0j),[1],[array([22.55159096])]
45.4509009009009,1,2,[-9.59884939e-05 -8.19260057e-03  1.00000000e+00],[-0.04682729  1.        ],"[1.0, 0.0386346849590578, 0.0017131689298218, 8.022305062913547e-05]","[1, 0.0386346849590578, 0.0017131689298218, 8.022305062913547e-05]","[0.0, 0.0, 0.0, 0.0]",0.0,(21.355070847924225+0j),(-16.684117476894222+0j),[1],[array([21.35507085])]
45.4509009009009,2,0,[1.],[-2.20530048e-04 -3.86346850e-02  1.00000000e+00],"[1.0, 0.0386346849590578, 0.0017131689298218, 7.470785081133064e-05]","[1, 0.0386346849590578, 0.0017131689298218, 8.022305062913547e-05]","[0.0, 0.0, 0.0, 5.51519981780483e-06]",0.0,(22.892152213246668+0j),(-20.520607900851466+0j),[1],"[array([  22.89215221, -198.08226948])]"
45.4509009009009,2,1,[-0.02500884  1.        ],[ 7.45678455e-04 -6.36435210e-02  1.00000000e+00],"[1.0, 0.0386346849590578, 0.0017131689298218002, 8.022305062913548e-05]","[1, 0.0386346849590578, 0.0017131689298218, 8.022305062913547e-05]","[0.0, 0.0, -2.168404344971009e-19, -1.3552527156068805e-20]",-1.3552527156068805e-20,(20.764015129404587+0j),(-14.711163357251191+0j),[1],"[array([20.76401513, 64.5858037 ])]"
45.4509009009009,3,0,[1.],[-5.51519982e-06 -2.20530048e-04 -3.86346850e-02  1.00000000e+00],"[1.0, 0.0386346849590578, 0.0017131689298218, 8.022305062913547e-05]","[1, 0.0386346849590578, 0.0017131689298218, 8.022305062913547e-05]","[0.0, 0.0, 0.0, 0.0]",0.0,(21.72545729835611+0j),(-17.848739403189864-0j),[1],"[array([ 21.7254573  +0.j        , -30.85566229+85.98699686j,
       -30.85566229-85.98699686j])]"
45.55099099099098,0,0,[1.],[1.],"[1.0, 0.0, 0.0, 0.0]","[1, 0.038551337151989, 0.0017058281319821999, 7.971034896971411e-05]","[0.0, 0.038551337151989, 0.0017058281319821999, 7.971034896971411e-05]",0.0,,,[],[]
45.55099099099098,0,1,[0.03855134 1.        ],[1.],"[1.0, 0.038551337151989, 0.0, 0.0]","[1, 0.038551337151989, 0.0017058281319821999, 7.971034896971411e-05]","[0.0, 0.0, 0.0017058281319821999, 7.971034896971411e-05]",0.0,,,[],[]
45.55099099099098,0,2,[0.00170583 0.03855134 1.        ],[1.],"[1.0, 0.038551337151989, 0.0017058281319821999, 0.0]","[1, 0.038551337151989, 0.0017058281319821999, 7.971034896971411e-05]","[0.0, 0.0, 0.0, 7.971034896971411e-05]",0.0,,,[],[]
45.55099099099098,0,3,[7.97103490e-05 1.70582813e-03 3.85513372e-02 1.00000000e+00],[1.],"[1.0, 0.038551337151989, 0.0017058281319821999, 7.971034896971411e-05]","[1, 0.038551337151989, 0.0017058281319821999, 7.971034896971411e-05]","[0.0, 0.0, 0.0, 0.0]",0.0,,,[],[]
45.55099099099098,1,0,[1.],[-0.03855134  1.        ],"[1.0, 0.038551337151989, 0.0014862055962063276, 5.7295213016522965e-05]","[1, 0.038551337151989, 0.0017058281319821999, 7.971034896971411e-05]","[0.0, 0.0, 0.00021962253577587228, 2.2415135953191143e-05]",0.0,(25.939437484554446+0j),(-25.939437484554446+0j),[1],[array([25.93943748])]
45.55099099099098,1,1,[-0.00569689  1.        ],[-0.04424822  1.        ],"[1.0, 0.038551337151989, 0.0017058281319821999, 7.547986220010404e-05]","[1, 0.038551337151989, 0.0017058281319821999, 7.971034896971411e-05]","[0.0, 0.0, 0.0, 4.230486769610071e-06]",0.0,(22.599778036953655+0j),(-19.69009419050422+0j),[1],[array([22.59977804])]
45.55099099099098,1,2,[-9.56080620e-05 -8.17690438e-03  1.00000000e+00],[-0.04672824  1.        ],"[1.0, 0.038551337151989, 0.0017058281319821999, 7.971034896971411e-05]","[1, 0.038551337151989, 0.0017058281319821999, 7.971034896971411e-05]","[0.0, 0.0, 0.0, 0.0]",0.0,(21.40033451152407+0j),(-16.718486472820285+0j),[1],[array([21.40033451])]
45.55099099099098,2,0,[1.],[-2.19622536e-04 -3.85513372e-02  1.00000000e+00],"[1.0, 0.038551337151989, 0.0017058281319821999, 7.422869786226381e-05]","[1, 0.038551337151989, 0.0017058281319821999, 7.971034896971411e-05]","[0.0, 0.0, 0.0, 5.4816511074503015e-06]",0.0,(22.94117981428891+0j),(-20.56422588015101+0j),[1],"[array([  22.94117981, -198.47570324])]"
45.55099099099098,2,1,[-0.02495942  1.        ],[ 7.42596479e-04 -6.35107571e-02  1.00000000e+00],"[1.0, 0.038551337151989, 0.0017058281319822, 7.971034896971412e-05]","[1, 0.038551337151989, 0.0017058281319821999, 7.971034896971411e-05]","[0.0, 0.0, -2.168404344971009e-19, -1.3552527156068805e-20]",-1.3552527156068805e-20,(20.807763545023786+0j),(-14.740612368431243+0j),[1],"[array([20.80776355, 64.71749671])]"
