sigma,m,n,p,q,tc,coef_input_vals,error_vals_all,error_next,rel_err,pole,residue,multiplicity_pole,pole_2,res_2,remainder,k
11.768119524349991,1,1,[-0.12874538  1.        ],[-0.19616328  1.        ],"[1.0, 0.06741790065307507, 0.013224916393414629, 0.002594242952073138]","[1, 0.06741790065307507, 0.013224916393414629, 0.0022457443903270867]","[0.0, 0.0, 0.0, -0.0003484985617460512]",-0.0003484985617460512,0.15518175766000392,5.097794091662155,-1.752023003410577,[1],,,0.6563174243784877,[0.65631742]
11.768119524349991,2,0,[1.],[-0.00867974 -0.0674179   1.        ],"[1.0, 0.06741790065307507, 0.013224916393414629, 0.0014767661552032472]","[1, 0.06741790065307507, 0.013224916393414629, 0.0022457443903270867]","[0.0, 0.0, 0.0, 0.0007689782351238395]",0.0007689782351238395,0.3424157434995707,7.530978910232114,-5.0466353366681505,[1],-15.298248073456916,5.0466353366681505,0.22106028120329516,[]
12.91549665014884,0,0,[1.],[1.],"[1.0, 0.0, 0.0, 0.0]","[1, 0.062396995108410964, 0.011402768238778987, 0.0018096222752593898]","[0.0, 0.062396995108410964, 0.011402768238778987, 0.0018096222752593898]",0.062396995108410964,1.0,,,,,,,
12.91549665014884,0,1,[0.062397 1.      ],[1.],"[1.0, 0.062396995108410964, 0.0, 0.0]","[1, 0.062396995108410964, 0.011402768238778987, 0.0018096222752593898]","[0.0, 0.0, 0.011402768238778987, 0.0018096222752593898]",0.011402768238778987,1.0,,,,,,,
12.91549665014884,0,2,[0.01140277 0.062397   1.        ],[1.],"[1.0, 0.062396995108410964, 0.011402768238778987, 0.0]","[1, 0.062396995108410964, 0.011402768238778987, 0.0018096222752593898]","[0.0, 0.0, 0.0, 0.0018096222752593898]",0.0018096222752593898,1.0,,,,,,,
12.91549665014884,1,0,[1.],[-0.062397  1.      ],"[1.0, 0.062396995108410964, 0.003893384998559062, 0.00024293552471025043]","[1, 0.062396995108410964, 0.011402768238778987, 0.0018096222752593898]","[0.0, 0.0, 0.007509383240219925, 0.0015666867505491394]",0.007509383240219925,0.6585579118131786,16.02641278257969,-16.02641278257969,[1],,,0.0,[]
12.91549665014884,1,1,[-0.12034848  1.        ],[-0.18274547  1.        ],"[1.0, 0.06239699510841096, 0.011402768238778987, 0.0020838042486084406]","[1, 0.062396995108410964, 0.011402768238778987, 0.0018096222752593898]","[0.0, 6.938893903907228e-18, 0.0, -0.00027418197334905074]",-0.00027418197334905074,0.1515133722089875,5.472091846627978,-1.8684024668627366,[1],,,0.6585579118131786,[0.65855791]
12.91549665014884,2,0,[1.],[-0.00750938 -0.062397    1.        ],"[1.0, 0.062396995108410964, 0.011402768238778987, 0.0011800614233246224]","[1, 0.062396995108410964, 0.011402768238778987, 0.0018096222752593898]","[0.0, 0.0, 0.0, 0.0006295608519347675]",0.0006295608519347675,0.34789627677661444,8.11028482018394,-5.428779413890532,[1],-16.419488534040948,5.428779413890532,0.2213138839685001,[]
14.174741629268064,0,0,[1.],[1.],"[1.0, 0.0, 0.0, 0.0]","[1, 0.05763980844430309, 0.009789333601243712, 0.0014482444733655612]","[0.0, 0.05763980844430309, 0.009789333601243712, 0.0014482444733655612]",0.05763980844430309,1.0,,,,,,,
14.174741629268064,0,1,[0.05763981 1.        ],[1.],"[1.0, 0.05763980844430309, 0.0, 0.0]","[1, 0.05763980844430309, 0.009789333601243712, 0.0014482444733655612]","[0.0, 0.0, 0.009789333601243712, 0.0014482444733655612]",0.009789333601243712,1.0,,,,,,,
14.174741629268064,0,2,[0.00978933 0.05763981 1.        ],[1.],"[1.0, 0.05763980844430309, 0.009789333601243712, 0.0]","[1, 0.05763980844430309, 0.009789333601243712, 0.0014482444733655612]","[0.0, 0.0, 0.0, 0.0014482444733655612]",0.0014482444733655612,1.0,,,,,,,
14.174741629268064,1,0,[1.],[-0.05763981  1.        ],"[1.0, 0.05763980844430309, 0.0033223475174959534, 0.00019149947449387264]","[1, 0.05763980844430309, 0.009789333601243712, 0.0014482444733655612]","[0.0, 0.0, 0.006466986083747758, 0.0012567449988716884]",0.006466986083747758,0.6606155584406831,17.3491208071292,-17.3491208071292,[1],,,0.0,[]
14.174741629268064,1,1,[-0.11219652  1.        ],[-0.16983633  1.        ],"[1.0, 0.05763980844430308, 0.00978933360124371, 0.0016625845044061862]","[1, 0.05763980844430309, 0.009789333601243712, 0.0014482444733655612]","[0.0, 6.938893903907228e-18, 1.734723475976807e-18, -0.00021434003104062508]",-0.00021434003104062508,0.14799989572376712,5.888021676672668,-1.9983029486267063,[1],,,0.6606155584406831,[0.66061556]
14.174741629268064,2,0,[1.],[-0.00646699 -0.05763981  1.        ],"[1.0, 0.05763980844430309, 0.009789333601243712, 0.0009370111526522618]","[1, 0.05763980844430309, 0.009789333601243712, 0.0014482444733655612]","[0.0, 0.0, 0.0, 0.0005112333207132994]",0.0005112333207132994,0.3530020863986101,8.753061806260032,-5.853030421560584,[1],-17.66599399721653,5.853030421560584,0.22154578366083647,[]
15.556761439304724,0,0,[1.],[1.],"[1.0, 0.0, 0.0, 0.0]","[1, 0.05315251278003496, 0.008370650782521707, 0.0011516335221016104]","[0.0, 0.05315251278003496, 0.008370650782521707, 0.0011516335221016104]",0.05315251278003496,1.0,,,,,,,
15.556761439304724,0,1,[0.05315251 1.        ],[1.],"[1.0, 0.05315251278003496, 0.0, 0.0]","[1, 0.05315251278003496, 0.008370650782521707, 0.0011516335221016104]","[0.0, 0.0, 0.008370650782521707, 0.0011516335221016104]",0.008370650782521707,1.0,,,,,,,
15.556761439304724,0,2,[0.00837065 0.05315251 1.        ],[1.],"[1.0, 0.05315251278003496, 0.008370650782521707, 0.0]","[1, 0.05315251278003496, 0.008370650782521707, 0.0011516335221016104]","[0.0, 0.0, 0.0, 0.0011516335221016104]",0.0011516335221016104,1.0,,,,,,,
15.556761439304724,1,0,[1.],[-0.05315251  1.        ],"[1.0, 0.05315251278003496, 0.0028251896148317798, 0.00015016592710836822]","[1, 0.05315251278003496, 0.008370650782521707, 0.0011516335221016104]","[0.0, 0.0, 0.005545461167689928, 0.0010014675949932422]",0.005545461167689928,0.6624886537220138,18.813785984839047,-18.813785984839047,[1],,,0.0,[]
15.556761439304724,1,1,[-0.10433112  1.        ],[-0.15748363  1.        ],"[1.0, 0.053152512780034966, 0.00837065078252171, 0.001318240490584107]","[1, 0.05315251278003496, 0.008370650782521707, 0.0011516335221016104]","[0.0, -6.938893903907228e-18, -1.734723475976807e-18, -0.0001666069684824966]",-0.0001666069684824966,0.1446701275058895,6.349866236328934,-2.1431519021085075,[1],,,0.6624886537220138,[0.66248865]
15.556761439304724,2,0,[1.],[-0.00554546 -0.05315251  1.        ],"[1.0, 0.05315251278003496, 0.008370650782521707, 0.0007396763182820212]","[1, 0.05315251278003496, 0.008370650782521707, 0.0011516335221016104]","[0.0, 0.0, 0.0, 0.00041195720381958926]",0.00041195720381958926,0.3577155370293586,9.465724297172043,-6.323665733493347,[1],-19.05059220495269,6.323665733493347,0.22175605089185257,[]
17.07352647470692,0,0,[1.],[1.],"[1.0, 0.0, 0.0, 0.0]","[1, 0.04893724293873438, 0.00713134262606783, 0.0009103515011871691]","[0.0, 0.04893724293873438, 0.00713134262606783, 0.0009103515011871691]",0.04893724293873438,1.0,,,,,,,
17.07352647470692,0,1,[0.04893724 1.        ],[1.],"[1.0, 0.04893724293873438, 0.0, 0.0]","[1, 0.04893724293873438, 0.00713134262606783, 0.0009103515011871691]","[0.0, 0.0, 0.00713134262606783, 0.0009103515011871691]",0.00713134262606783,1.0,,,,,,,
17.07352647470692,0,2,[0.00713134 0.04893724 1.        ],[1.],"[1.0, 0.04893724293873438, 0.00713134262606783, 0.0]","[1, 0.04893724293873438, 0.00713134262606783, 0.0009103515011871691]","[0.0, 0.0, 0.0, 0.0009103515011871691]",0.0009103515011871691,1.0,,,,,,,
17.07352647470692,1,0,[1.],[-0.04893724  1.        ],"[1.0, 0.04893724293873438, 0.002394853746444708, 0.00011719753959250286]","[1, 0.04893724293873438, 0.00713134262606783, 0.0009103515011871691]","[0.0, 0.0, 0.004736488879623122, 0.0007931539615946663]",0.004736488879623122,0.6641791213774267,20.434334669239995,-20.434334669239995,[1],,,0.0,[]
17.07352647470692,1,1,[-0.096787  1.      ],[-0.14572424  1.        ],"[1.0, 0.04893724293873439, 0.007131342626067832, 0.0010392094976425183]","[1, 0.04893724293873438, 0.00713134262606783, 0.0009103515011871691]","[0.0, -6.938893903907228e-18, -1.734723475976807e-18, -0.00012885799645534913]",-0.00012885799645534913,0.14154751904875015,6.862276222691885,-2.304495630455183,[1],,,0.6641791213774266,[0.66417912]
17.07352647470692,2,0,[1.],[-0.00473649 -0.04893724  1.        ],"[1.0, 0.04893724293873438, 0.00713134262606783, 0.000580778953549964]","[1, 0.04893724293873438, 0.00713134262606783, 0.0009103515011871691]","[0.0, 0.0, 0.0, 0.0003295725476372051]",0.0003295725476372051,0.3620277960847177,10.255243711002475,-6.845332654217912,[1],-20.587209895757514,6.845332654217912,0.22194513904424146,[]
18.738174228603853,0,0,[1.],[1.],"[1.0, 0.0, 0.0, 0.0]","[1, 0.04499250550148668, 0.006055273553579055, 0.0007157101853981941]","[0.0, 0.04499250550148668, 0.006055273553579055, 0.0007157101853981941]",0.04499250550148668,1.0,,,,,,,
18.738174228603853,0,1,[0.04499251 1.        ],[1.],"[1.0, 0.04499250550148668, 0.0, 0.0]","[1, 0.04499250550148668, 0.006055273553579055, 0.0007157101853981941]","[0.0, 0.0, 0.006055273553579055, 0.0007157101853981941]",0.006055273553579055,1.0,,,,,,,
18.738174228603853,0,2,[0.00605527 0.04499251 1.        ],[1.],"[1.0, 0.04499250550148668, 0.006055273553579055, 0.0]","[1, 0.04499250550148668, 0.006055273553579055, 0.0007157101853981941]","[0.0, 0.0, 0.0, 0.0007157101853981941]",0.0007157101853981941,1.0,,,,,,,
18.738174228603853,1,0,[1.],[-0.04499251  1.        ],"[1.0, 0.04499250550148668, 0.0020243255513013093, 9.107947850372422e-05]","[1, 0.04499250550148668, 0.006055273553579055, 0.0007157101853981941]","[0.0, 0.0, 0.004030948002277745, 0.0006246307068944699]",0.004030948002277745,0.665692138697053,22.225923825623738,-22.225923825623738,[1],,,0.0,[]
18.738174228603853,1,1,[-0.08959154  1.        ],[-0.13458405  1.        ],"[1.0, 0.044992505501486674, 0.006055273553579054, 0.0008149432311001741]","[1, 0.04499250550148668, 0.006055273553579055, 0.0007157101853981941]","[0.0, 6.938893903907228e-18, 8.673617379884035e-19, -9.923304570197996e-05]",-9.923304570197996e-05,0.13864976037300691,7.430301059626484,-2.48400805608075,[1],,,0.6656921386970531,[0.66569214]
18.738174228603853,2,0,[1.],[-0.00403095 -0.04499251  1.        ],"[1.0, 0.04499250550148668, 0.006055273553579054, 0.0004538043788411006]","[1, 0.04499250550148668, 0.006055273553579055, 0.0007157101853981941]","[0.0, 0.0, 8.673617379884035e-19, 0.0002619058065570935]",0.0002619058065570935,0.36593835312177236,11.129198854854021,-7.423081145187236,[1],-22.290966626619625,7.423081145187236,0.22211383571102292,[]
20.565123083486537,0,0,[1.],[1.],"[1.0, 0.0, 0.0, 0.0]","[1, 0.04131366343737655, 0.00512613043525981, 0.0005599016999000435]","[0.0, 0.04131366343737655, 0.00512613043525981, 0.0005599016999000435]",0.04131366343737655,1.0,,,,,,,
20.565123083486537,0,1,[0.04131366 1.        ],[1.],"[1.0, 0.04131366343737655, 0.0, 0.0]","[1, 0.04131366343737655, 0.00512613043525981, 0.0005599016999000435]","[0.0, 0.0, 0.00512613043525981, 0.0005599016999000435]",0.00512613043525981,1.0,,,,,,,
20.565123083486537,0,2,[0.00512613 0.04131366 1.        ],[1.],"[1.0, 0.04131366343737655, 0.00512613043525981, 0.0]","[1, 0.04131366343737655, 0.00512613043525981, 0.0005599016999000435]","[0.0, 0.0, 0.0, 0.0005599016999000435]",0.0005599016999000435,1.0,,,,,,,
20.565123083486537,1,0,[1.],[-0.04131366  1.        ],"[1.0, 0.04131366343737655, 0.0017068187866168241, 7.05149368988789e-05]","[1, 0.04131366343737655, 0.00512613043525981, 0.0005599016999000435]","[0.0, 0.0, 0.003419311648642986, 0.0004893867630011646]",0.003419311648642986,0.6670356308383095,24.20506720532796,-24.20506720532796,[1],,,0.0,[]
20.565123083486537,1,1,[-0.08276467  1.        ],[-0.12407833  1.        ],"[1.0, 0.04131366343737655, 0.00512613043525981, 0.000636041712425916]","[1, 0.04131366343737655, 0.00512613043525981, 0.0005599016999000435]","[0.0, 0.0, 0.0, -7.614001252587242e-05]",-7.614001252587242e-05,0.13598817888830364,8.059424932538343,-2.6835013384686297,[1],,,0.6670356308383095,[0.66703563]
20.565123083486537,2,0,[1.],[-0.00341931 -0.04131366  1.        ],"[1.0, 0.04131366343737655, 0.00512613043525981, 0.0003530435181779538]","[1, 0.04131366343737655, 0.00512613043525981, 0.0005599016999000435]","[0.0, 0.0, 0.0, 0.00020685818172208972]",0.00020685818172208972,0.36945446273697524,12.095834263915414,-8.062401865917844,[1],-24.178284675761496,8.062401865917844,0.22226320312081038,[]
22.570197196339212,0,0,[1.],[1.],"[1.0, 0.0, 0.0, 0.0]","[1, 0.037893459860089344, 0.004327906885383168, 0.0004360578017254726]","[0.0, 0.037893459860089344, 0.004327906885383168, 0.0004360578017254726]",0.037893459860089344,1.0,,,,,,,
22.570197196339212,0,1,[0.03789346 1.        ],[1.],"[1.0, 0.037893459860089344, 0.0, 0.0]","[1, 0.037893459860089344, 0.004327906885383168, 0.0004360578017254726]","[0.0, 0.0, 0.004327906885383168, 0.0004360578017254726]",0.004327906885383168,1.0,,,,,,,
22.570197196339212,0,2,[0.00432791 0.03789346 1.        ],[1.],"[1.0, 0.037893459860089344, 0.004327906885383168, 0.0]","[1, 0.037893459860089344, 0.004327906885383168, 0.0004360578017254726]","[0.0, 0.0, 0.0, 0.0004360578017254726]",0.0004360578017254726,1.0,,,,,,,
22.570197196339212,1,0,[1.],[-0.03789346  1.        ],"[1.0, 0.037893459860089344, 0.0014359143001682023, 5.441176089595205e-05]","[1, 0.037893459860089344, 0.004327906885383168, 0.0004360578017254726]","[0.0, 0.0, 0.002891992585214966, 0.0003816460408295205]",0.002891992585214966,0.6682196872077403,26.389778175236867,-26.389778175236867,[1],,,0.0,[]
22.570197196339212,1,1,[-0.07631904  1.        ],[-0.1142125  1.       ],"[1.0, 0.03789345986008934, 0.004327906885383167, 0.000494301076695161]","[1, 0.037893459860089344, 0.004327906885383168, 0.0004360578017254726]","[0.0, 6.938893903907228e-18, 8.673617379884035e-19, -5.8243274969688435e-05]",-5.8243274969688435e-05,0.13356778559911298,8.755608857498439,-2.904938645427512,[1],,,0.6682196872077403,[0.66821969]
22.570197196339212,2,0,[1.],[-0.00289199 -0.03789346  1.        ],"[1.0, 0.037893459860089344, 0.004327906885383168, 0.00027358697078299076]","[1, 0.037893459860089344, 0.004327906885383168, 0.0004360578017254726]","[0.0, 0.0, 0.0, 0.00016247083094248182]",0.00016247083094248182,0.3725901252072266,13.16412722572206,-8.76927008069054,[1],-26.267016926690182,8.76927008069054,0.22239451248979467,[]
24.77076355991711,0,0,[1.],[1.],"[1.0, 0.0, 0.0, 0.0]","[1, 0.03472254797718993, 0.003645282014355426, 0.0003382511180179654]","[0.0, 0.03472254797718993, 0.003645282014355426, 0.0003382511180179654]",0.03472254797718993,1.0,,,,,,,
24.77076355991711,0,1,[0.03472255 1.        ],[1.],"[1.0, 0.03472254797718993, 0.0, 0.0]","[1, 0.03472254797718993, 0.003645282014355426, 0.0003382511180179654]","[0.0, 0.0, 0.003645282014355426, 0.0003382511180179654]",0.003645282014355426,1.0,,,,,,,
24.77076355991711,0,2,[0.00364528 0.03472255 1.        ],[1.],"[1.0, 0.03472254797718993, 0.003645282014355426, 0.0]","[1, 0.03472254797718993, 0.003645282014355426, 0.0003382511180179654]","[0.0, 0.0, 0.0, 0.0003382511180179654]",0.0003382511180179654,1.0,,,,,,,
24.77076355991711,1,0,[1.],[-0.03472255  1.        ],"[1.0, 0.03472254797718993, 0.0012056553380282568, 4.186342531864129e-05]","[1, 0.03472254797718993, 0.003645282014355426, 0.0003382511180179654]","[0.0, 0.0, 0.002439626676327169, 0.00029638769269932407]",0.002439626676327169,0.669255949668562,28.79972980833445,-28.79972980833445,[1],,,0.0,[]
24.77076355991711,1,1,[-0.07026059  1.        ],[-0.10498314  1.        ],"[1.0, 0.03472254797718993, 0.003645282014355426, 0.00038269314143974715]","[1, 0.03472254797718993, 0.003645282014355426, 0.0003382511180179654]","[0.0, 0.0, 0.0, -4.444202342178177e-05]",-4.444202342178177e-05,0.131387661575804,9.525339285259586,-3.1504492959879196,[1],,,0.6692559496685621,[0.66925595]
24.77076355991711,2,0,[1.],[-0.00243963 -0.03472255  1.        ],"[1.0, 0.03472254797718993, 0.003645282014355426, 0.00021128353394904637]","[1, 0.03472254797718993, 0.003645282014355426, 0.0003382511180179654]","[0.0, 0.0, 0.0, 0.000126967584068919]",0.000126967584068919,0.37536486150557363,14.343864038554935,-9.550195834706829,[1],-28.576594117348936,9.550195834706829,0.2225091773255725,[]
27.18588242732943,0,0,[1.],[1.],"[1.0, 0.0, 0.0, 0.0]","[1, 0.03179000010093184, 0.003063894524127616, 0.00026145279653154473]","[0.0, 0.03179000010093184, 0.003063894524127616, 0.00026145279653154473]",0.03179000010093184,1.0,,,,,,,
27.18588242732943,0,1,[0.03179 1.     ],[1.],"[1.0, 0.03179000010093184, 0.0, 0.0]","[1, 0.03179000010093184, 0.003063894524127616, 0.00026145279653154473]","[0.0, 0.0, 0.003063894524127616, 0.00026145279653154473]",0.003063894524127616,1.0,,,,,,,
27.18588242732943,0,2,[0.00306389 0.03179    1.        ],[1.],"[1.0, 0.03179000010093184, 0.003063894524127616, 0.0]","[1, 0.03179000010093184, 0.003063894524127616, 0.00026145279653154473]","[0.0, 0.0, 0.0, 0.00026145279653154473]",0.00026145279653154473,1.0,,,,,,,
27.18588242732943,1,0,[1.],[-0.03179  1.     ],"[1.0, 0.03179000010093184, 0.0010106041064172463, 3.212710464500639e-05]","[1, 0.03179000010093184, 0.003063894524127616, 0.00026145279653154473]","[0.0, 0.0, 0.00205329041771037, 0.00022932569188653835]",0.00205329041771037,0.6701570179851424,31.45643274064311,-31.45643274064311,[1],,,0.0,[]
27.18588242732943,1,1,[-0.06458919  1.        ],[-0.09637919  1.        ],"[1.0, 0.03179000010093183, 0.0030638945241276156, 0.00029529567867802626]","[1, 0.03179000010093184, 0.003063894524127616, 0.00026145279653154473]","[0.0, 6.938893903907228e-18, 4.336808689942018e-19, -3.384288214648153e-05]",-3.384288214648153e-05,0.12944165293102278,10.375683578723526,-3.4223464120487574,[1],,,0.6701570179851424,[0.67015702]
27.18588242732943,2,0,[1.],[-0.00205329 -0.03179     1.        ],"[1.0, 0.03179000010093184, 0.0030638945241276165, 0.0001626753098175165]","[1, 0.03179000010093184, 0.003063894524127616, 0.00026145279653154473]","[0.0, 0.0, -4.336808689942018e-19, 9.877748671402825e-05]",9.877748671402825e-05,0.37780237207028905,15.6457259003664,-10.412280684361146,[1],-31.1281923974248,10.412280684361146,0.2226086901266265,[]
29.836472402833405,0,0,[1.],[1.],"[1.0, 0.0, 0.0, 0.0]","[1, 0.02908377555815507, 0.002570520517938414, 0.00020146071789013263]","[0.0, 0.02908377555815507, 0.002570520517938414, 0.00020146071789013263]",0.02908377555815507,1.0,,,,,,,
29.836472402833405,0,1,[0.02908378 1.        ],[1.],"[1.0, 0.02908377555815507, 0.0, 0.0]","[1, 0.02908377555815507, 0.002570520517938414, 0.00020146071789013263]","[0.0, 0.0, 0.002570520517938414, 0.00020146071789013263]",0.002570520517938414,1.0,,,,,,,
29.836472402833405,0,2,[0.00257052 0.02908378 1.        ],[1.],"[1.0, 0.02908377555815507, 0.002570520517938414, 0.0]","[1, 0.02908377555815507, 0.002570520517938414, 0.00020146071789013263]","[0.0, 0.0, 0.0, 0.00020146071789013263]",0.00020146071789013263,1.0,,,,,,,
29.836472402833405,1,0,[1.],[-0.02908378  1.        ],"[1.0, 0.02908377555815507, 0.0008458660007171383, 2.4600976917131485e-05]","[1, 0.02908377555815507, 0.002570520517938414, 0.00020146071789013263]","[0.0, 0.0, 0.0017246545172212757, 0.00017685974097300116]",0.0017246545172212757,0.6709359077998988,34.383431339594445,-34.383431339594445,[1],,,0.0,[]
29.836472402833405,1,1,[-0.05929954  1.        ],[-0.08838332  1.        ],"[1.0, 0.02908377555815507, 0.002570520517938414, 0.00022719112654167123]","[1, 0.02908377555815507, 0.002570520517938414, 0.00020146071789013263]","[0.0, 0.0, 0.0, -2.5730408651538592e-05]",-2.5730408651538592e-05,0.12771923440464839,11.314352620488156,-3.7231471738927717,[1],,,0.6709359077998988,[0.67093591]
29.836472402833405,2,0,[1.],[-0.00172465 -0.02908378  1.        ],"[1.0, 0.02908377555815507, 0.002570520517938414, 0.00012491990670557523]","[1, 0.02908377555815507, 0.002570520517938414, 0.00020146071789013263]","[0.0, 0.0, 0.0, 7.65408111845574e-05]",7.65408111845574e-05,0.3799292089602263,17.081384766051976,-11.363281215582301,[1],-33.94492193697139,11.363281215582301,0.22269456579950778,[]
32.745491628777316,0,0,[1.],[1.],"[1.0, 0.0, 0.0, 0.0]","[1, 0.026591134443479637, 0.0021531682832714462, 0.00015481070314940872]","[0.0, 0.026591134443479637, 0.0021531682832714462, 0.00015481070314940872]",0.026591134443479637,1.0,,,,,,,
32.745491628777316,0,1,[0.02659113 1.        ],[1.],"[1.0, 0.026591134443479637, 0.0, 0.0]","[1, 0.026591134443479637, 0.0021531682832714462, 0.00015481070314940872]","[0.0, 0.0, 0.0021531682832714462, 0.00015481070314940872]",0.0021531682832714462,1.0,,,,,,,
32.745491628777316,0,2,[0.00215317 0.02659113 1.        ],[1.],"[1.0, 0.026591134443479637, 0.0021531682832714462, 0.0]","[1, 0.026591134443479637, 0.0021531682832714462, 0.00015481070314940872]","[0.0, 0.0, 0.0, 0.00015481070314940872]",0.00015481070314940872,1.0,,,,,,,
32.745491628777316,1,0,[1.],[-0.02659113  1.        ],"[1.0, 0.026591134443479637, 0.0007070884309912091, 1.8802283531916316e-05]","[1, 0.026591134443479637, 0.0021531682832714462, 0.00015481070314940872]","[0.0, 0.0, 0.0014460798522802371, 0.0001360084196174924]",0.0014460798522802371,0.6716055886180505,37.606518899204325,-37.606518899204325,[1],,,0.0,[]
32.745491628777316,1,1,[-0.05438203  1.        ],[-0.08097316  1.        ],"[1.0, 0.026591134443479637, 0.0021531682832714462, 0.00017434884795683938]","[1, 0.026591134443479637, 0.0021531682832714462, 0.00015481070314940872]","[0.0, 0.0, 0.0, -1.9538144807430656e-05]",-1.9538144807430656e-05,0.12620667957676207,12.34977063802836,-4.0555956593774045,[1],,,0.6716055886180506,[0.67160559]
32.745491628777316,2,0,[1.],[-0.00144608 -0.02659113  1.        ],"[1.0, 0.026591134443479637, 0.0021531682832714462, 9.570809106789823e-05]","[1, 0.026591134443479637, 0.0021531682832714462, 0.00015481070314940872]","[0.0, 0.0, 0.0, 5.9102612081510494e-05]",5.9102612081510494e-05,0.3817734231493685,18.66360941955452,-12.411679489695791,[1],-37.05203686465699,12.411679489695791,0.22276829432045853,[]
35.93813663804629,0,0,[1.],[1.],"[1.0, 0.0, 0.0, 0.0]","[1, 0.02429899061307296, 0.0018011056185376015, 0.00011868091202991999]","[0.0, 0.02429899061307296, 0.0018011056185376015, 0.00011868091202991999]",0.02429899061307296,1.0,,,,,,,
35.93813663804629,0,1,[0.02429899 1.        ],[1.],"[1.0, 0.02429899061307296, 0.0, 0.0]","[1, 0.02429899061307296, 0.0018011056185376015, 0.00011868091202991999]","[0.0, 0.0, 0.0018011056185376015, 0.00011868091202991999]",0.0018011056185376015,1.0,,,,,,,
35.93813663804629,0,2,[0.00180111 0.02429899 1.        ],[1.],"[1.0, 0.02429899061307296, 0.0018011056185376015, 0.0]","[1, 0.02429899061307296, 0.0018011056185376015, 0.00011868091202991999]","[0.0, 0.0, 0.0, 0.00011868091202991999]",0.00011868091202991999,1.0,,,,,,,
35.93813663804629,1,0,[1.],[-0.02429899  1.        ],"[1.0, 0.02429899061307296, 0.0005904409448142078, 1.4347118975614364e-05]","[1, 0.02429899061307296, 0.0018011056185376015, 0.00011868091202991999]","[0.0, 0.0, 0.0012106646737233937, 0.00010433379305430562]",0.0012106646737233937,0.6721786114388931,41.153972851119,-41.153972851119,[1],,,0.0,[]
35.93813663804629,1,1,[-0.04982366  1.        ],[-0.07412265  1.        ],"[1.0, 0.02429899061307296, 0.0018011056185376017, 0.00013350272448693572]","[1, 0.02429899061307296, 0.0018011056185376015, 0.00011868091202991999]","[0.0, 0.0, -2.168404344971009e-19, -1.4821812457015726e-05]",-1.4821812457015726e-05,0.12488792176857455,13.491152524859924,-4.422688353989264,[1],,,0.6721786114388931,[0.67217861]
35.93813663804629,2,0,[1.],[-0.00121066 -0.02429899  1.        ],"[1.0, 0.02429899061307296, 0.0018011056185376015, 7.318297806038192e-05]","[1, 0.02429899061307296, 0.0018011056185376015, 0.00011868091202991999]","[0.0, 0.0, 0.0, 4.5497933969538076e-05]",4.5497933969538076e-05,0.3833635349723959,20.40638221382226,-13.566760713149995,[1],-40.4771674117925,13.566760713149995,0.22283130330893558,[]
39.4420605943766,0,0,[1.],[1.],"[1.0, 0.0, 0.0, 0.0]","[1, 0.022194202622119973, 0.0015048357098641555, 9.079681881398418e-05]","[0.0, 0.022194202622119973, 0.0015048357098641555, 9.079681881398418e-05]",0.022194202622119973,1.0,,,,,,,
39.4420605943766,0,1,[0.0221942 1.       ],[1.],"[1.0, 0.022194202622119973, 0.0, 0.0]","[1, 0.022194202622119973, 0.0015048357098641555, 9.079681881398418e-05]","[0.0, 0.0, 0.0015048357098641555, 9.079681881398418e-05]",0.0015048357098641555,1.0,,,,,,,
39.4420605943766,0,2,[0.00150484 0.0221942  1.        ],[1.],"[1.0, 0.022194202622119973, 0.0015048357098641555, 0.0]","[1, 0.022194202622119973, 0.0015048357098641555, 9.079681881398418e-05]","[0.0, 0.0, 0.0, 9.079681881398418e-05]",9.079681881398418e-05,1.0,,,,,,,
39.4420605943766,1,0,[1.],[-0.0221942  1.       ],"[1.0, 0.022194202622119973, 0.0004925826300317171, 1.0932478699060688e-05]","[1, 0.022194202622119973, 0.0015048357098641555, 9.079681881398418e-05]","[0.0, 0.0, 0.0010122530798324383, 7.986434011492348e-05]",0.0010122530798324383,0.6726668387765841,45.05681132258135,-45.05681132258135,[1],,,0.0,[]
39.4420605943766,1,1,[-0.0456089  1.       ],[-0.0678031  1.       ],"[1.0, 0.022194202622119977, 0.0015048357098641557, 0.0001020325240892142]","[1, 0.022194202622119973, 0.0015048357098641555, 9.079681881398418e-05]","[0.0, -3.469446951953614e-18, -2.168404344971009e-19, -1.1235705275230019e-05]",-1.1235705275230019e-05,0.12374558296198301,14.748588484867552,-4.827702092334967,[1],,,0.6726668387765841,[0.67266684]
39.4420605943766,2,0,[1.],[-0.00101225 -0.0221942   1.        ],"[1.0, 0.022194202622119973, 0.0015048357098641552, 5.586477861639293e-05]","[1, 0.022194202622119973, 0.0015048357098641555, 9.079681881398418e-05]","[0.0, 0.0, 2.168404344971009e-19, 3.4932040197591245e-05]",3.4932040197591245e-05,0.3847275780570756,22.325026673299366,-14.838698164038643,[1],-44.25057381591104,14.838698164038643,0.22288493164163772,[]
43.28761281083062,0,0,[1.],[1.],"[1.0, 0.0, 0.0, 0.0]","[1, 0.020263805261138447, 0.001256036272167668, 6.934190304492525e-05]","[0.0, 0.020263805261138447, 0.001256036272167668, 6.934190304492525e-05]",0.020263805261138447,1.0,,,,,,,
